IdActor,Actor Name
203, Josh Duhamel
204,David Tennant
205, Lucy Punch
206, Faye Marsay
207, Gemma Jones
208,Ann-Marie Newland
209,Caroline Shola Arewa
210,Anne-Marie Newland
211,Dr Daniel J Nightingale
212,Lindsey Samper
213,Lin Mccarthy
214, Stephen Courtleigh
215, Berry Kroeger
216, Harold Gordon
217, Bill Mason
218,Phoebe Robinson
219, Rachel Brosnahan
220, Tiffany Haddish
221, Patti Harrison
222, Natasha Leggero
223, Natasha Rothwell
224, Sarah Silverman
225, Ziwe
226, Sterling K Brown
227,Mammootty
228, Suhasini Maniratnam
229,Jock Mahoney
230, X Brands
231, Kevin Hagen
232, Framces Bergen
233, Charlene James
234, Joan Taylor
235, Charles Bronson
236, Margaret Hayes
237, Kelly Thordsen
238, Particia Blair
239,Chuck Pell
240,Tara Strong
241, Jennifer Hale
242, Eric Bauza
243, David Kaye
244, Michael Donovan
245, Cree Summer
246,Stephen Baldwin
247, Pascale Bussières
248, Kim Coates
249, Kyle Maclachlan
250, Tom Rack
251,Barbi Benton
252, Chip Lucia
253,Gary Sinise
254, Charles Scheffel
255,Jack Wrangler
256, Margaret Whiting
257, Marc Shaiman
258, Bruce Vilanch
259, Christine Ebersole
260, Michael Musto
261, Chi Chi La Rue
262, Sharon Mitchell
263, Jamie Gillis
264, Candida Royalle
265, Samantha Fox
266, Gloria Leonard
267,Wpc Annie Taylor
268, Charles De'Ath
269, Olly Rix
270, James Barriscale
271, Rachel Leskovac
272, Liam Jeavons
273, Mark Healy
274,David Mitchell
275, Lee Mack
276, Rob Brydon
277,Arisa Date
278, Kent Ito
279, Miyuki Sawashiro
280, Tomokazu Sugita
281, Yuki Kaji
282,Bear Grylls
283,Michael Caine
284, John Lithgow
285, Bob Hoskins
286,Dan Aykroyd
287,Liam Dale
288,Tiffany Derry
289,Charlie Plummer
290, Taylor Russell
291, Andy Garcia
292, Annasophia Robb
293, Beth Grant
294, Devin Bostick
295, Lobo Sebastian
296, Molly Parker
297, Walton Goggins
298,Anthony Mendez
299,Susan Sarandon
300, Kristy Mcnichol
301, Terry O'Quinn
302,Jeff Fahey
303, Bo Derek
304,Vhong Navarro
305, Lovi Poe
306,Lukas Haas
307, Lea Thompson
308,Evelyn Preer
309, Flo Clements
310,Addison Holley
311, Hope Cassandra
312, Scott Mccord
313, Katie Griffin
314, Ethan Tavares
315, Devan Cohen
316, Roanna Cochrane
317, Millie Davis
318, Jason Priestley
319, Saara Chaudry
320, Kyle Lomas
321, Ava Priestley
322, Johnny Orlando
323, Kathy Laskey
324, Matthew Macfadzean
325, Tj Mcgibbon
326, Elizabeth Hanna
327, Caissie Levy
328, Ava Close
329, Nissae Isen
330, Jeff Geddis
331, Kristin Fairlie
332,Michael Butt
333,Ennis Esmer
334, Jonathan Torrens
335, Jessica Phillips
336,James Brayshaw
337, Josh Lawson
338, Kelly Landry
339,Burgess Meredith
340, Eduordo Ciannelli
341,John Wayne
342, Phyllis Fraser
343, Lew Kelly
344, Douglas Cosgrove
345, Lane Chandler
346, Sam Flint
347, Bob Kortman
348, Ed Cassidy
349, Jon Hall
350, Merrill Mccormick
351, Christian J. Frank
352, Jack Rockwell
353, Arthur Millett
354, Tracy Layne
355, Yakima Canutt
356, Horace B. Carpenter
357, Herman Hack
358, Henry Hall
359, Lloyd Ingraham
360, Jack Ingram
361, Cliff Lyons
362, Murdock Macquarrie
363, Clyde Mcclary
364, Bud Mcclure
365, Art Mix
366, George Morrell
367, Bud Pope
368, Francis Walker
369, Joe Yrigoyen
370,Matthew Modine
371, Jennifer Grey
372, Cliff Robertson
373, Jack Thompson
374, Stellan Skarsgård
375, Rebecca Miller
376, Ned Vaughn
377, James Rebhorn
378, Ron Palillo
379,Jonathan Chase Cook
380,William Lee Martin
381,Prince William
382, Kate Middleton
383,Bruce Greenwood
384, Ella Purnell
385, Brian Geraghty
386,Tracey Gold
387, Alexander Walters
388,Debra Winger
389, Dennis Quaid
390, Arliss Howard
391, M. Emmet Walsh
392, Jim Varney
393,Chris Kratt
394, Martin Kratt
395, Athena Karkanis
396, Jonathan Malen
397, Heather Bambrick
398, Zachary Bennett
399, Eva Almos
400, Cory Doran
401, Gavin Kratt
402, Aidan Kratt
403, Ronan Kratt
404, Addison Holley
405, Maya Lowe
406, Paige Roughely
407, Emilia Mccarthy
408, Zoe Fraser
409, Rachel Marcus
410, Nolan Kratt
411, Julie Lemieux
412, Amariah Faulkner
413, Christian Martyn
414, Jacob Ewaniuk
415, Jaclyn Forbes
416, Ian Hanson
417, Aiden Kratt
418, Charles Vandervaart
419, Jenna Warren
420,Richard Burton
421, Roger Moore
422, Richard Harris
423,Daniel Macpherson
424, Michael Dorman
425, Alexander England
426, Zoe Ventoura
427, Anna Hutchison
428, Jeremy Sims
429, Nathaniel Dean
430, David Field
431, Caroline Brazier
432, Krew Boylan
433,Gore Vidal
434, John Mccain
435, Ken Adelman
436,Abish Mathew
437,Neil Oliver
438,Whitney Cummings
439,Rupert Penry-Jones
440, Phil Davis
441, Steve Pemberton
442, Claire Rushbrook
443,Aleksey Vertkov
444, Vitaliy Kishchenko
445, Valeriy Grishko
446,Ashe Jaafaru
447,John Simm
448, Anthony Wang
449, Emilia Fox
450, Katie Leung
451, Anthony Hayes
452, Tim Mcinnerny
453, Tom Wu
454, Kae Alexander
455, Jason Wong
456, Thomas Chaanhing
457, Ryan Mcken
458, Magdalene Bird
459, Max Keeble
460, Elliott Brough
461, Nick Reed
462, David Keeling
463, Rosalind Halstead
464, John Moraitis
465, Nicholas Bailey
466, Christophe R. Tek
467, Chike Chan
468, Arthur Lee
469, Daniel York
470, Tony Ho
471, Orion Lee
472,Ava Gardner
473, George Raft
474, Victor Mclaglen
475, Tom Conway
476, Jorja Curtright
477,Kaitlin Cheung
478, Andrew Cheney
479, James Kyson
480, Brian Fong
481, Jennifer Klekas
482, Max Mendoza
483, Marcus Natividad
484, Ronnie Lazaro
485, Madeleine Nicolas
486,Amandla Stenberg
487, George Mckay
488, Abbie Cornish
489,James Lydon
490, Barbara Belden
491, Regis Toomey
492, George Cleveland
493, Warren Mills
494, Jill Browning
495,Clara De La Rúa
496, Victoria Isabella Villa
497, Marta Tricerri
498,Jim Broadbent
499, Colin Firth
500, Gina Mckee
501,J. Wells Jr.
502, Tina Christine
503, Dani Coleman
504, Jeffrey Creightney
505, Kemuel Crossty
506,Hassam
507, Carlos Ramírez
508, Bebsabe Duque
509,John Daly
510,John Young
511,Heidi Schreck
512, Mike Iveson
513, Rosdely Ciprian
514, Thursday Williams
515,Charles Starrett
516, Noel Madison
517, Virginia Cherrill
518, Charles Delaney
519, Jack Mulhall
520, Nina Guilbert
521, Henry Roquemore
522,Barry Corbin
523, Cherie Elledge-Grapes
524, Buck Ford
525, Leonard P. Geer
526, John C. Hill
527, Bo Hopkins
528, Arte Johnson
529, Jerry Reed
530,Smith Ballew
531, Heather Angel
532, Leroy Mason
533, Howard P. Hickman
534, Ben Alexander
535,Rex Bell
536, Joan Barclay
537,Christa Clahane
538, Abbe Hoekstra
539, Zena Drive
540, Kyle Orzeck
541,Keiji Fujiwara
542, Michael Sinterniklaas
543,Shinba Tsuchiya | Ayane Sakura | Nobuhiko Okamoto | Kentaro Tomita | Sumire Morohoshi
544,Freddie Roman
545, Mark Kutsher
546, Helen Kutsher
547, Larry Strickler
548, Celia Duffy
549, Krazy Tyrone
550,Shivraj Waichal
551, Rucha Inamdar
552, Mukta Barve
553, Purnima Ahire
554, Adesh Aware
555,Frances Barber
556, Aneurin Barnard
557, Fiona Button
558,Tilda Swinton
559, John C. Reilly
560, Ezra Miller
561,Mark Mckenna
562, Ciara Bravo
563, Jon Champagne
564,Godfrey Cambridge
565, Estelle Parsons
566, Howard Caine
567,Ludwika Paleta
568, Regina Blandón
569, Manolo Cardona
570, Michelle Rodríguez
571, Loreto Peralta
572, Mauricio “Diablito” Barrientos
573, Catalina López
574, Patricia Bernal
575, Héctor Jiménez
576, Siouzanna Melikián
577, Paulette Hernández
578, Pamela Cortés
579, José Sefami
580, Pablo Cruz
581, Elsa Ortíz
582, Enrique Olvera
583, Miguel Bosé
584,Dean Acheson
585, General Bergeret
586,Hrithik Roshan
587, Tiger Shroff
588, Vaani Kapoor
589, Ashutosh Rana
590, Anupriya Goenka
591, Yash Raaj Singh
592, Mashhoor Amrohi
593, Sanjeev Vatsa
594, Soni Razdan
595, Dipannita Sharma
596, Arif Zakaria
597, Amit Gaur
598,Walter Williams
599, Thomas Sowell
600, Charles Murray
601, Shelby Steele
602, Larry Elder
603, Douglas H. Ginsburg
604, Jack Hirshleifer
605, Manny Klausner
606, Thomas C. Rustici
607, Willette Klausner
608, Steve Javie
609,Andrew J. West
610, Peter Facinelli
611, Virginia Madsen
612, William H. Macy
613,Peter Sallis
614,George Houston
615, Ruth Coleman
616, Douglas Walton
617, Wilhelm Von Brincken
618, Mamo Clark
619, Colin Campbell
620, Syd Saydor
621,Roy Rogers
622," George ""Gabby"" Hayes"
623, Raymond Hatton
624, Ann Baldwin
625, Pierre Watkin
626, Craig Reynolds
627, Louisiana Lou
628, Ivan Miller
629, Reginald Barlow
630,Jeffrey Dean Morgan
631, David Strathairn
632, Julian Feder
633, Julie Ann Emery
634,Sean Keenan
635, Alex Dimitriades
636, Caren Pistorius
637, Gary Sweet
638, Anna Samson
639, Lee Jones
640, Jada Alberts
641,Sumeet Vyas
642, Nidhi Singh
643, Kubbra Sait
644, Gopal Datt
645, Anuvab Pal
646, Rit Bahadur Bayalkoti
647, Dipesh Bhujal
648, Akarsh Khurana
649, Shifu - Cat
650,Brian Shea
651, Emilee Dupre'
652, Ned Averill-Snell
653, Bob Devin Jones
654, Bonnie Agan
655, Jim Wicker
656, Matt Lunsford
657,Colin Morgan
658, Fanny Ardant
659, Abdelkrim Bahloul
660, Clare Holman
661,Danny Way
662, Tony Hawk
663, Rob Dyrdek
664, Travis Pastrana
665, Laird John Hamilton
666, Paul Rodriguez Jr.
667,Noah Schnapp
668, Thomas Kretschmann
669, Frederick Schmidt
670, Anjelica Huston
671, Jean Reno
672,Rose Marie
673, Carl Reiner
674, Dick Van Dyke
675, Dan Harmon
676,Mark Wahlberg
677, Donnie Wahlberg
678, Paul Wahlberg
679,Akio Ito
680, Kaneko Mitsundbu
681,Cheryl Ladd
682, Nick Manusco
683, Nancy Cartwright
684, Vyto Ruginis
685, Mike Farrell
686, Cady Huffman
687,Dan Cortese
688, Cynthia Gibb
689, Brian Kerwin
690,Emilia Clarke
691, Marton Csokas
692, Caterina Murino
693, Remo Girone
694,Ajith Kumar
695, Nayanthara
696,Richard Mulligan
697, Johnny Sekka
698,Revathy
699, Kunchako Boban
700, Parvathy Thiruvoth
701,Jennifer Connelly
702, Emma Roberts
703, Ed Harris
704, Carrie Preston
705,Sissy Spacek
706, Kevin Kline
707, Bonnie Bedelia
708,Shizuka Ishigami
709, Yuto Uemura
710, Kenichiro Matsuda
711, Naoya Uchida
712, Kensho Ono
713,Rudranil Ghosh
714, Ritwick Chakraborty
715, Sohini Sarkar
716, Anirban Bhattacharya
717, Riddhi Sen
718,Alex Høgh
719, Alexander Ludwig
720, Jasper Pääkkönen
721,Stephen Noonan
722,Ruth Goodman
723, Alex Langlands
724, Peter Ginn
725,Sonalee Kulkarni
726, Spruha Joshi
727, Sangram Samel
728, Kettan Singh
729, Gaurav More
730, Rama Joshi
731, Vinita Karat
732, Juhi Pawar
733,Kym Marsh
734,George Lopez
735, Harris Jacqueline Matherne
736,Venkatesh
737, Chaitanya
738, Payal Rajput
739, Raashi Khanna
740,Vivek
741, Charlie
742, Dev
743, Pooja Devariya
744,Grace Tamayo
745, Erin Webbs
746,Olivia Cooke
747, Claudia Jessie
748, Tom Bateman
749, Johnny Flynn
750, Michael Palin
751,Peter Sarsgaard
752,Dawn Boldrin
753,Carrie Keagan
754, Dallas Valdez
755, Robert Allen Mukes
756, Curt Lambert
757, Joseph Whittemore
758,Ram Arun Castro
759, Vishnupriya Pillai
760, Gayathri Raja
761, Lijeesh
762, Mime Gopi
763,Nani
764, Sudheer Babu
765, Nivetha Thomas
766, Aditi Rao Hydari
767,John Cusack
768, Rainn Wilson
769, Sasha Lane
770,Brooke Wilson
771, Mark Bracich
772, Rinnan Henderson
773,Robbie Amell
774, Andy Allo
775, Allegra Edwards
776, Zainab Johnson
777, Kevin Bigley
778, Chloe Coleman
779,Danny Kaye
780, Dana Andrews
781, Dinah Shore
782,Tony Succar
783, Titi Nieves
784, Michael Stuart
785, Jean Rodriguez
786, Sheila E
787,Nicola Walker
788, Sanjeev Bhaskar
789, James Fleet
790, Alex Jennings
791, Kevin Mcnally
792, Neil Morrissey
793, Peter Egan
794, Jordan Long
795, Carolina Main
796, Lewis Reeves
797,Rosa Salazar
798, Angelique Cabral
799, Constance Marie
800, Siddharth Dhananjay
801, Daveed Diggs
802, Bob Odenkirk
803,Hillary Brooke
804, Stanley Clements
805, Philip Reed
806, Darryl Hickman
807," Carl ""Alfalfa"" Schweitzer"
808, Roland Dupree
809, Tommy Bond
810, John Phillips
811, Vince Barnett
812, Joe Allen Jr.
813, Charles Arnt
814,Tokimonsta
815, Alison Wonderland
816, Nervo
817, Rezz
818, Nightwave
819, Sherelle
820, Tygapaw
821,D. B. Sweeney
822, Logan Huffman
823, Charlie Carver
824, Natalie Imbruglia
825, Smiley Burnette
826, Carol Hughes
827, Maple City Four
828, Guy Usher
829, Tom Chatterton
830, Kenneth Harlan
831, Alden 'Stephen' Chase
832, Brandon Beach
833, Earl Dwire
834, Jean Fowler
835, Dora Clement
836, Dick Elliott
837, Burr Caruth
838, Slim Whitaker
839, Frankie Marvin
840, Roy Bucko
841, Fred Burns
842, Bob Card
843, Tommy Coats
844, Tex Cooper
845, Art Dillard
846, Curley Dresden
847, Earle Hodgins
848, Art Janes
849, Jane Keckley
850, Jack Kirk
851, Fritz Meissner
852, George Montgomery
853, Milburn Morante
854, Jack O'Shea
855, Pat Petterson
856, Al Rice
857, Duke Taylor
858, Trigger
859, Bill Wolfe
860,Allen Ren
861, Seven Tan
862, Han Dong
863,Zachary Levi
864, Dale Evans
865, Douglas Dumbrille
866, Leyland Hodgson
867, Tristram Coffin
868, Rudolph Anders
869, Iron Eyes Cody
870, Bob Noland And The Sons Of The Pioneers
871,Claire Goose
872, Peter Firth
873, Felix Scott
874, Pippa Haywood
875,Candace Owens
876, Chad Jackson
877, Brandon Tatum
878, Rev. Jesse Lee Peterson
879,Doug Mckeon
880, Burt Young
881,Nick Helm
882, Elliot Speller-Gillott
883, Daisy Haggard
884, Con O'Neill
885, Esther Smith
886, Daniel Lawrence Taylor
887, Sydney Rae White
888,Peter Miller
889,Sophie Van Winden
890, Abbey Hoes
891, Mark Frost
892, Julian Looman
893,Beth Lapides
894, Mitch Kaplan
895,Corin Nemec
896, Ernie Reyes Jr.
897, Daniella Evangelista
898,Sunny Singh
899, Maanvi Gagroo
900, Karishma Sharma
901, Saurabh Shukla
902, Gagan Arora
903, Aishwarya Sakhuja
904,Johnanthonywest.Dr.Robertm.Schoch
905,Jim Nichols
906,Dr Edgar Mitchell
907, Dr. Steven Greer
908, Md
909, Richard Dolan
910, Robert Hastings
911, Stephen Bassett
912, Nick Pope
913, Jim Mars
914, Robert Dean
915, Peter Robins
916, Wendelle Stevens
917, Linda Moulton Howe
918, Stanton Friedman
919, Bud Hopkins
920, Dr. David Jacobs
921, Bruce Maccabee
922, Dr. Michael Salla
923, And Many More
924,Peter Coyote
925,Michael D. Swords Phd.
926, Jerome Clark
927, David Jacobs Ph.D.
928, Thomas E. Bullard Ph.D.
929, Budd Hopkins
930, Travis Walton
931, Maj. Robert Friend (Usaf Rtd.)
932, Bruce Maccabee Ph.D.
933, J. Gordon Melton Ph.D.
934, David Rudiak
935,William J. Birnes
936,Burton Richardson
937,Teruyoshi Uchimura
938, Masakazu Mimura
939, Kazuki Otake
940,Lum And Abner
941, Chester Lauck
942, Norris Goff
943,Linda Hunt
944, Brendan Fraser
945, Elisabeth Shue
946, Christopher Lloyd
947, Jeremy Piven
948, David Schwimmer
949,Will Smith
950, Muhammad Ali
951, Desi Arnaz
952, Bernie Mac
953, Bill Cosby
954, John Amos
955, Jonelle Allen
956,Otteson Family
957,Ben Lugo Touitou
958, Uche Nwaefuna
959, Chioma Okafor
960, Chamberlyne Okoro
961, Chime
962, Chinenye Aniemena
963, Ike Onyema
964, Vincent Okonkwo
965,Krystal Lanae Hill
966, Aqeel Ash-Shakoor
967, Dominic Ovando
968, Neisha Neshae
969,Christopher Downs
970, Brooke Wolloff
971, Zac Mcdowell
972, Skyler Brigmann
973, Addie Zintel
974, Alex Trugman
975, John Taylor
976, Jodi Downs
977, Alan Franzenburg
978, Emily Downs
979,James Spader
980, Robert Downey Jr.
981, Kim Richards
982, Paul Mones
983,Peter Ginn
984, Ruth Goodman
985, Tom Pinfold
986, Geraldine James
987,Clayton Thomas
988, Chloe Hilliard
989,Nick Frost
990, Malcolm Mcdowell
991, Samson Kayo
992, Susan Wokoma
993, Emma D'Arcy
994, Simon Pegg
995,Chelsea Bennett
996, Suzan Marie Ghaleb
997, Danny Elacci
998,Adán Medrano
999,Richard Widmark
1000, Dina Merrill
1001, Philip Bosco
1002, Paul Guilfoyle
1003, Steve Morley
1004,Ben Stiller
1005, Jack Black
1006, Robert Downey
1007,Brian White
1008, Patrice Fisher
1009, Reagan Gomez-Preston
1010,Ankush Chaudhari
1011, Shivani Surve
1012, Pallavi Patil
1013,Karen Black
1014, Robert Burton
1015, John Karlen
1016, George Gaynes
1017, Jim Storm
1018, Gregory Harrison
1019, Kathryn Reynolds
1020, Tracy Curtis
1021, Orin Cannon
1022, Walker Edmiston
1023,Kevin Shelley
1024,Nathan Simmons
1025, Seamus Simmons
1026,Johnny Simmons
1027, Gabriel Luna
1028, Clifton Collins
1029, Jr.
1030,Trace Lisette
1031, Missi Pyle
1032, Tig Notaro
1033, Jay Duplass
1034, Jerry Adler
1035, Gaby Hoffmann
1036, Judith Light
1037, Richard Kind
1038, Michaela Watkins
1039, Erik Liberman
1040, Jo Lambert
1041, Alia Shawkat
1042, Cherry Jones
1043, Rob Huebel
1044, Melora Hardin
1045, Leslie Margherita
1046, Bradley Whitford
1047, Jenny O'Hara
1048, Kathryn Hahn
1049, Amy Landecker
1050,Laila Ireland
1051, Logan Ireland
1052, Jennifer Peace
1053, El Cook
1054, Sue Fulton
1055,James Caviezel
1056, James Frain
1057, Elisabeth Rohm
1058, Harold Perrineau
1059, Ryan Donowho
1060,Various
1061,John Travolta
1062, Shania Twain
1063, Toby Sebastian
1064, Rosabell Laurenti Sellers
1065, Michael Madsen
1066, Kevin Dunn
1067,Alexi Pappas
1068, Chase Offerle
1069, Rachel Dratch
1070, Andy Buckley
1071, Rebecca Friday
1072, Sasha Spencer Atwood
1073, Remy Teicher
1074, Nick Symmonds
1075,Jazsmin Lewis
1076, Richard T. Jones
1077, Victor Williams
1078, Mari Morrow
1079, Aaron D. Spears
1080, Marlon Young
1081, Jay Acovone
1082, Suzanne Whang
1083, Amy Hunter
1084, Caryn Ward
1085,Darshan Singh Rudel
1086, Inderjeet Singh Jaijee
1087, Gurpartap Singh Pannu
1088, Amarjit Singh
1089, Balbir Singh
1090, Dr Nicola Cannon
1091, Ranbir Singh
1092,Geo Beach
1093,Bob Probert
1094, Joe Kocur
1095, Don Cherry
1096, Tie Domi
1097, Jeremy Roenick
1098, Chris Chelios
1099,Ravi Teja
1100, Seerat Kapoor
1101,Jennifer Hale
1102, Andrea Baker
1103, Adrian Truss
1104,Richard Hammond
1105, Amanda Byram
1106,Héctor Elizondo
1107, Jacqueline Obradors
1108, Elizabeth Peña
1109, Tamara Mello
1110, Raquel Welch
1111, Paul Rodriguez
1112,Richard Carlson
1113, Susan Gordon
1114,Rie Kugimiya
1115, Junji Majima
1116,Jean Jennings Bartik
1117, Marlyn Wescoff Meltzer
1118, Shirley Melvin
1119, Jeremy Clarkson
1120,Jeremy Clarkson
1121, Richard Hammond
1122, James May
1123,William Fichtner
1124, Tom Ford
1125, Antron Brown
1126,Babs Olusanmokun
1127, Augusto Aguilera
1128, John Hawkes
1129, Jena Malone
1130, Hart Bochner
1131, Nell Tiger Free
1132, Celestino Cornielle
1133, Billy Baldwin
1134, Miles Teller
1135,Frank Morgan
1136, Binnie Barnes
1137, Robert Taylor
1138, Lois Wilson
1139, Alan Hale
1140, Margaret Hamilton
1141, Louise Latimer
1142, Maurice Murphy
1143, Helen Parrish
1144, Dick Winslow
1145, Elizabeth Young
1146,Tone Bell
1147,Caitlin Stasey
1148, Rachel Hurd-Wood
1149, Lincoln Lewis
1150, Phoebe Tonkin
1151, Chris Pang
1152, Ashleigh Cummings
1153,Tommy Little
1154,Tom Wilson
1155,Tom Walker
1156,Kevin Charles
1157,Joel Courtney
1158, Jake T. Austin
1159, Val Kilmer
1160,Tom Rhodes
1161,Tom Papa
1162,Tom Green
1163,Tom Gleeson
1164,John Krasinski
1165, Noomi Rapace
1166, Jordi Mollá
1167, Francisco Denis
1168, Cristina Umaña
1169, John Hoogenakker
1170, Jovan Adepoand
1171, Michael Kelly
1172,Ami Tomite
1173, Shinnosuke Mitsushima
1174, Megumi Kagurazaka
1175, Yumi Adachi
1176, Kaho
1177,Asami Mizukawa
1178,Aya Asahina
1179, Maryjun Takahashi
1180, Reina Triendl
1181, Mizuki Yamamoto
1182, Ryohei Otani
1183,Fausto Mata
1184, Cuquín Victoria
1185, Marío Peguero
1186,Todd Glass
1187,Cassandra Morris
1188, Colleen O'Shaugnessey
1189, Corina Boettger
1190, Eshan Inamdar
1191, Stacy Allen
1192, Tara Sands
1193,Dawn Olivieri
1194, Wilmer Valderrama
1195, Paloma Guzmán
1196, Skipp Sudduth
1197, Tom Degnan
1198, Camille Saviola
1199,Bud Collyer
1200,Santhosh Sreeram
1201, Sheela Rajkumar
1202, Darun
1203, Aadhira Pandiyalakshmi
1204,Cary Grant
1205, Grace Kelly
1206, Jessie Royce Landis
1207, John Williams
1208, Charles Vanel
1209, Brigitte Auber
1210, Jean Martinelli
1211, Georgette Anys
1212,Tj
1213,Tony Caprari
1214,Joey Dedio
1215, Frankie Faison
1216, Kelly Mcgillis
1217, Franky G
1218,Tim Roth
1219, Christina Hendricks
1220, Genevieve O'Reilly
1221,Bharath Niwas
1222, Priya Bhavanishankar
1223, Robo Shankar
1224, Karunakaran
1225, Sanjana Sarathy
1226, Alexander Babu
1227,Eleanor Brown
1228, Cory Kays
1229, Adam Dufour
1230,Kermit Maynard
1231, Lucille Lund
1232, Lawrence Gray
1233, Robert Warwick
1234, Wheeler Oakman
1235,Richard Arlen
1236, Mary Beth Hughes
1237, June Havoc
1238, Sheldon Leonard
1239, George E. Stone
1240, Dick Purcell
1241,Tim Minchin
1242,Guy Pearce
1243, Helena Bonham Carter
1244, Frank Gallacher
1245, Brooke Harman
1246, Lindley Joyner
1247, Peter Curtin
1248, Margot Knight
1249, Anthony Martin
1250, Dawn Klingberg
1251,Salman Khan
1252, Katrina Kaif
1253, Paresh Rawal
1254, Girish Karnad
1255, Anant Vidhaat
1256, Kumud Kumar Mishra
1257, Angad Bedi
1258, Sajjad Delafrooz
1259,Roger Pryor
1260, Wendy Barrie
1261, Claude Gillingwater
1262, Andrew Tombes
1263, Luis Alberni
1264, E.E. Clive
1265, Dennis Hopper
1266, Steven Seagal
1267,Megan Ward
